OBJECTID,Codigo_Municipio,GR,Nome_Estado,Nome_municipio,Pop_Total,Total_Enfermeiros,Enfermeiros_SUS,Enfermeiros_100mil_hab_Ind,Enfermeiros_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
1321,3116902,Sudeste,Minas Gerais,Comendador Gomes,3111,4,4,128.576020572163,128.576020572163,1180224272.10742,219722.245572906
1322,3300951,Sudeste,Rio de Janeiro,Comendador Levy Gasparian,8561,12,12,140.17054082467,140.17054082467,127063468.74707,79939.1802343869
1323,3117009,Sudeste,Minas Gerais,Comercinho,6929,6,6,86.5925819021504,86.5925819021504,714896092.095703,137561.701979672
1324,5103304,Centro-Oeste,Mato Grosso,Comodoro,20763,9,9,43.3463372345037,43.3463372345037,22839811360.0547,959967.711295154
1325,2504405,Nordeste,Paraíba,Conceição,18982,30,30,158.04446317564,158.04446317564,593330553.926025,172326.981129481
1326,3117108,Sudeste,Minas Gerais,Conceição da Aparecida,10292,11,11,106.879129420909,106.879129420909,407015458.960938,107286.957788904
1327,3201605,Sudeste,Espírito Santo,Conceição da Barra,31063,21,21,67.6045456008756,67.6045456008756,1324284403.63086,202543.80822553
1328,3115201,Sudeste,Minas Gerais,Conceição da Barra de Minas,3954,2,2,50.5816894284269,50.5816894284269,315419881.171875,110990.603331758
1329,2908200,Nordeste,Bahia,Conceição da Feira,22581,22,21,97.4270404322218,92.9985385943935,173960428.674316,69503.996021052
1330,3117306,Sudeste,Minas Gerais,Conceição das Alagoas,27893,25,25,89.6282221345857,89.6282221345857,1524870236.58887,216606.134336207
1331,3117207,Sudeste,Minas Gerais,Conceição das Pedras,2812,4,4,142.247510668563,142.247510668563,119712451.134766,66850.1202115739
1332,3117405,Sudeste,Minas Gerais,Conceição de Ipanema,4574,4,4,87.4508089199825,87.4508089199825,288747083.074219,119229.744931104
1333,3301405,Sudeste,Rio de Janeiro,Conceição de Macabu,23228,17,17,73.1875322886172,73.1875322886172,408956356.801758,137587.525523291
1334,2908309,Nordeste,Bahia,Conceição do Almeida,17247,19,19,110.164086507798,110.164086507798,301501186.197266,105298.281322691
1335,1502707,Norte,Pará,Conceição do Araguaia,47864,52,52,108.641149924787,108.641149924787,5988613989.59277,439184.377387698
1336,2202802,Nordeste,Piauí,Conceição do Canindé,4803,4,4,83.281282531751,83.281282531751,846119105.352539,138706.660864119
1337,3201704,Sudeste,Espírito Santo,Conceição do Castelo,12723,6,6,47.1586889884461,47.1586889884461,422911103.508789,151221.18392259
1338,2908408,Nordeste,Bahia,Conceição do Coité,66612,59,53,88.5726295562361,79.5652434996697,1064018747.38086,172828.971030436
1339,2908507,Nordeste,Bahia,Conceição do Jacuípe,33153,29,28,87.4732301752481,84.456911893343,123905267.666016,72510.1442890921
1340,2103554,Nordeste,Maranhão,Conceição do Lago-Açu,16237,11,11,67.7465048962247,67.7465048962247,741362816.351196,177353.216960744
1341,3117504,Sudeste,Minas Gerais,Conceição do Mato Dentro,17842,31,27,173.747337742406,151.328326420805,1932728334.29395,438884.868354908
1342,3117603,Sudeste,Minas Gerais,Conceição do Pará,5507,5,4,90.7935355002724,72.6348284002179,284167668.231445,113716.761767912
1343,3117702,Sudeste,Minas Gerais,Conceição do Rio Verde,13638,10,10,73.3245343892066,73.3245343892066,431496092.573242,116381.493946284
1344,1705607,Norte,Tocantins,Conceição do Tocantins,4105,5,5,121.802679658952,121.802679658952,2633139757.14746,278477.322650472
1345,3117801,Sudeste,Minas Gerais,Conceição dos Ouros,11638,10,8,85.9254167382712,68.740333390617,212008355.766602,94177.0863855336
1346,3512209,Sudeste,São Paulo,Conchal,28050,22,22,78.4313725490196,78.4313725490196,214775498.035156,73441.1016350519
1347,3512308,Sudeste,São Paulo,Conchas,17896,15,15,83.8176128743853,83.8176128743853,552404008.539063,176525.026605123
1348,4204301,Sul,Santa Catarina,Concórdia,74641,115,107,154.070818986884,143.352848970405,1015275974.16211,253566.600895873
1349,1502756,Norte,Pará,Concórdia do Pará,33318,9,9,27.0124257158293,27.0124257158293,696348077.02533,135948.582264255
1350,2504504,Nordeste,Paraíba,Condado,6654,8,8,120.228434024647,120.228434024647,285385725.278564,103991.0352209
1351,2604601,Nordeste,Pernambuco,Condado,26421,14,14,52.9881533628553,52.9881533628553,91832046.7915039,51008.7839508724
1352,2504603,Nordeste,Paraíba,Conde,24670,25,24,101.337657073368,97.2841507904337,176920681.83667,71600.100977752
1353,2908606,Nordeste,Bahia,Conde,25837,17,17,65.7971126678794,65.7971126678794,975333152.770996,199112.097924951
1354,2908705,Nordeste,Bahia,Condeúba,17247,24,24,139.154635588798,139.154635588798,1452641365.77441,249381.427118853
1355,4305702,Sul,Rio Grande do Sul,Condor,6753,9,9,133.274100399822,133.274100399822,600786531.236328,204781.071641181
1356,3117836,Sudeste,Minas Gerais,Cônego Marinho,7642,8,8,104.684637529443,104.684637529443,1735954105.49658,330830.105442767
1357,3117876,Sudeste,Minas Gerais,Confins,6730,11,9,163.447251114413,133.729569093611,47999256.8271484,36932.1132195225
1358,5103353,Centro-Oeste,Mato Grosso,Confresa,30933,29,25,93.7510102479553,80.8198364206511,6035338200.45215,442339.45533388
1359,2504702,Nordeste,Paraíba,Congo,4786,5,5,104.471374843293,104.471374843293,341926496.375977,90982.1585588137
1360,3117900,Sudeste,Minas Gerais,Congonhal,11950,10,10,83.6820083682008,83.6820083682008,240247794.705078,80942.0948471261
1361,3118007,Sudeste,Minas Gerais,Congonhas,54762,76,74,138.782367335013,135.130199773566,348407593.220703,127893.758890187
1362,3118106,Sudeste,Minas Gerais,Congonhas do Norte,5045,3,3,59.4648166501487,59.4648166501487,455442763.238281,153995.661491146
1363,4106001,Sul,Paraná,Congonhinhas,8818,13,13,147.425720117941,147.425720117941,641245223.43457,172289.172032203
1364,3118205,Sudeste,Minas Gerais,Conquista,6939,8,8,115.290387663929,115.290387663929,702872951.049805,159783.527208609
1365,5103361,Centro-Oeste,Mato Grosso,Conquista D'Oeste,4038,6,6,148.588410104012,148.588410104012,2884143235.29102,353550.312225762
1366,3118304,Sudeste,Minas Gerais,Conselheiro Lafaiete,128589,130,114,101.097294480865,88.6545505447589,425062511.34082,134659.862789179
1367,4106100,Sul,Paraná,Conselheiro Mairinck,3860,3,3,77.720207253886,77.720207253886,244884747.855469,113771.745322122
1368,3118403,Sudeste,Minas Gerais,Conselheiro Pena,22921,16,14,69.8049823306139,61.0793595392871,1672033369.15625,339896.238617803
1369,3118502,Sudeste,Minas Gerais,Consolação,1783,1,1,56.0852495793606,56.0852495793606,104965205.216797,56296.4544077923
1370,4305801,Sul,Rio Grande do Sul,Constantina,9911,10,10,100.897992129957,100.897992129957,259893818.345703,132907.019082884
1371,3118601,Sudeste,Minas Gerais,Contagem,663855,503,441,75.7695581113346,66.4301692387645,221711614.091797,92106.6805469101
1372,4106209,Sul,Paraná,Contenda,18584,14,12,75.3336203185536,64.5716745587602,369966283.331055,123342.014224262
1373,2908804,Nordeste,Bahia,Contendas do Sincorá,4066,5,5,122.970978848992,122.970978848992,1042958756.75879,187903.634926065
1374,3118700,Sudeste,Minas Gerais,Coqueiral,9159,7,7,76.4275575936237,76.4275575936237,342273772.466797,122229.029899815
1375,4305835,Sul,Rio Grande do Sul,Coqueiro Baixo,1501,2,2,133.244503664224,133.244503664224,147776390.123047,79941.6563096253
1376,2702207,Nordeste,Alagoas,Coqueiro Seco,5845,6,6,102.651839178785,102.651839178785,41010534.1433105,36980.1789413668
1377,4305850,Sul,Rio Grande do Sul,Coqueiros do Sul,2306,2,2,86.7302688638335,86.7302688638335,355647580.994141,114839.489768506
1378,3118809,Sudeste,Minas Gerais,Coração de Jesus,26602,31,31,116.532591534471,116.532591534471,2436979697.80859,435900.173892791
1379,2908903,Nordeste,Bahia,Coração de Maria,22605,21,21,92.899800928998,92.899800928998,398573297.663086,119525.68758798
1380,4106308,Sul,Paraná,Corbélia,17071,16,16,93.7262023314393,93.7262023314393,644627005.511719,241202.163630375
1381,3301504,Sudeste,Rio de Janeiro,Cordeiro,21926,16,15,72.9727264434917,68.4119310407735,132566464.359375,67968.9440168505
1382,3512407,Sudeste,São Paulo,Cordeirópolis,24528,21,20,85.6164383561644,81.5394651011089,161905157.448242,66340.5789964001
1383,2909000,Nordeste,Bahia,Cordeiros,8614,12,12,139.308103087996,139.308103087996,564726346.878906,144371.670447603
1384,4204350,Sul,Santa Catarina,Cordilheira Alta,4453,2,2,44.913541432742,44.913541432742,104738617.3125,51905.5224639164
1385,3118908,Sudeste,Minas Gerais,Cordisburgo,8890,9,9,101.237345331834,101.237345331834,927218983.428711,213176.070653895
1386,3119005,Sudeste,Minas Gerais,Cordislândia,3538,3,3,84.7936687394008,84.7936687394008,209229968.992188,101885.4616466
1387,2304004,Nordeste,Ceará,Coreaú,23136,25,25,108.056708160443,108.056708160443,784149615.082886,173173.069840806
1388,2504801,Nordeste,Paraíba,Coremas,15445,15,15,97.1188086759469,97.1188086759469,387816792.67749,99592.7127065192
1389,5003108,Centro-Oeste,Mato Grosso do Sul,Corguinho,5947,6,6,100.891205649908,100.891205649908,2995856092.64063,390436.614917281
1390,2909109,Nordeste,Bahia,Coribe,14194,19,19,133.859377201634,133.859377201634,2834622120.81396,342032.897532922
1391,3119104,Sudeste,Minas Gerais,Corinto,23731,9,9,37.9250769036282,37.9250769036282,2817934106.29492,347723.282589515
1392,4106407,Sul,Paraná,Cornélio Procópio,47845,99,90,206.918173267844,188.107430243495,755551576.905273,199508.425700611
1393,3119203,Sudeste,Minas Gerais,Coroaci,9991,11,11,110.099089180262,110.099089180262,645112621.988281,173172.925537115
1394,3512506,Sudeste,São Paulo,Coroados,6058,5,5,82.5354902608122,82.5354902608122,286047960.665039,117311.623725866
1395,2103604,Nordeste,Maranhão,Coroatá,65296,101,101,154.680225434942,154.680225434942,2290607686.13062,289467.866602553
1396,3119302,Sudeste,Minas Gerais,Coromandel,27974,22,22,78.6444555658826,78.6444555658826,3700210727.73145,419946.154584659
1397,4305871,Sul,Rio Grande do Sul,Coronel Barros,2519,3,3,119.094878920206,119.094878920206,211383155.84375,117458.291239967
1398,4305900,Sul,Rio Grande do Sul,Coronel Bicaco,7325,9,9,122.866894197952,122.866894197952,631305019.09375,182828.679024301
1399,4106456,Sul,Paraná,Coronel Domingos Soares,7497,7,7,93.3706816059757,93.3706816059757,1948661450.36328,308265.762840182
1400,2402808,Nordeste,Rio Grande do Norte,Coronel Ezequiel,5506,6,6,108.972030512169,108.972030512169,189288789.994385,61374.1009088733
1401,3119401,Sudeste,Minas Gerais,Coronel Fabriciano,109855,122,78,111.055482226571,71.0026853579719,250174801.148438,97633.9239097072
1402,4204400,Sul,Santa Catarina,Coronel Freitas,9981,7,7,70.133253181044,70.133253181044,295272762.216797,128092.173587839
1403,2402907,Nordeste,Rio Grande do Norte,Coronel João Pessoa,4912,7,7,142.508143322476,142.508143322476,119327836.49707,52824.0504682233
1404,2909208,Nordeste,Bahia,Coronel João Sá,15895,11,11,69.204152249135,69.204152249135,918261219.48584,172941.0470567
1405,2202851,Nordeste,Piauí,Coronel José Dias,4682,0,0,0,0,1974353424.35156,272911.174718165
1406,3512605,Sudeste,São Paulo,Coronel Macedo,4681,8,8,170.903653065584,170.903653065584,363645916.289063,137487.552893414
1407,4204459,Sul,Santa Catarina,Coronel Martins,2549,2,2,78.462142016477,78.462142016477,134595798.455078,71033.3093080066
1408,3119500,Sudeste,Minas Gerais,Coronel Murta,9222,3,3,32.5309043591412,32.5309043591412,892808938.616211,157479.491514847
1409,3119609,Sudeste,Minas Gerais,Coronel Pacheco,3086,3,3,97.2132209980557,97.2132209980557,152884279.833984,70095.5066922655
1410,4305934,Sul,Rio Grande do Sul,Coronel Pilar,1628,1,1,61.4250614250614,61.4250614250614,139041036.121094,65626.6249426907
1411,5003157,Centro-Oeste,Mato Grosso do Sul,Coronel Sapucaia,15253,12,12,78.6730479249984,78.6730479249984,1221670487.25879,188069.788796957
1412,4106506,Sul,Paraná,Coronel Vivida,20734,31,31,149.512877399441,149.512877399441,850639191.927734,217095.154986175
1413,3119708,Sudeste,Minas Gerais,Coronel Xavier Chaves,3434,2,2,58.24111822947,58.24111822947,162586699.972656,84460.973054285
1414,3119807,Sudeste,Minas Gerais,Córrego Danta,3215,3,3,93.3125972006221,93.3125972006221,746325648.798828,188436.572498905
1415,3119906,Sudeste,Minas Gerais,Córrego do Bom Jesus,3704,3,3,80.9935205183585,80.9935205183585,145837408.521484,65411.580303641
1416,5205703,Centro-Oeste,Goiás,Córrego do Ouro,2327,3,3,128.921357971637,128.921357971637,505025166.948242,144213.48067312
1417,3119955,Sudeste,Minas Gerais,Córrego Fundo,6337,8,8,126.242701593814,126.242701593814,115759453.916016,51684.9700464038
1418,3120003,Sudeste,Minas Gerais,Córrego Novo,2771,1,1,36.0880548538434,36.0880548538434,233299915.009766,79519.214458926
1419,4204558,Sul,Santa Catarina,Correia Pinto,12795,10,10,78.1555295037124,78.1555295037124,832220618.083984,209966.493265468
1420,2202901,Nordeste,Piauí,Corrente,26644,31,31,116.348896562078,116.348896562078,3170846991.875,249064.842987778
1421,2604700,Nordeste,Pernambuco,Correntes,18207,9,9,49.4315373208107,49.4315373208107,328061424.588379,105346.127260304
1422,2909307,Nordeste,Bahia,Correntina,32137,22,21,68.4569188163177,65.3452406883032,12224367476.6147,683650.957183711
1423,2604809,Nordeste,Pernambuco,Cortês,12578,15,15,119.255843536333,119.255843536333,104211124.585938,71141.6267988564
1424,5003207,Centro-Oeste,Mato Grosso do Sul,Corumbá,111435,104,102,93.3279490285817,91.533180778032,72561572872.6055,2067715.76255122
1425,5205802,Centro-Oeste,Goiás,Corumbá de Goiás,11110,18,17,162.016201620162,153.015301530153,1155048025.45703,232995.760638053
1426,5205901,Centro-Oeste,Goiás,Corumbaíba,9723,6,6,61.7093489663684,61.7093489663684,2097882678.70215,317589.044561362
1427,3512704,Sudeste,São Paulo,Corumbataí,4055,5,5,123.304562268804,123.304562268804,326755659.758789,95078.994376374
1428,4106555,Sul,Paraná,Corumbataí do Sul,3219,5,5,155.327741534638,155.327741534638,198184131.974609,87735.2341682618
1429,1100072,Norte,Rondônia,Corumbiara,7391,10,10,135.299688810716,135.299688810716,3241087087.10547,354193.031878812
1430,4204509,Sul,Santa Catarina,Corupá,15909,10,10,62.8575020428688,62.8575020428688,504447086.181641,150294.945311962
1431,2702306,Nordeste,Alagoas,Coruripe,56933,55,55,96.6047810584371,96.6047810584371,932917682.485352,152963.327584848
1432,3512803,Sudeste,São Paulo,Cosmópolis,72252,36,34,49.825610363727,47.0575208990755,182461949.380859,84223.9549714824
1433,3512902,Sudeste,São Paulo,Cosmorama,7307,6,6,82.1130422882168,82.1130422882168,505610268.686523,136741.89814068
1434,1100080,Norte,Rondônia,Costa Marques,18331,8,8,43.6419180622988,43.6419180622988,5250348591.37891,570947.746609007
1435,5003256,Centro-Oeste,Mato Grosso do Sul,Costa Rica,20823,26,25,124.861931518033,120.05954953657,4656347920.04102,459866.753962316
1436,2909406,Nordeste,Bahia,Cotegipe,13782,10,10,72.5584095196633,72.5584095196633,4494474296.24463,488808.232172733
1437,3513009,Sudeste,São Paulo,Cotia,249210,309,250,123.991814132659,100.317001725452,388043313.28418,141925.445539086
1438,4305959,Sul,Rio Grande do Sul,Cotiporã,3853,6,6,155.722813392162,155.722813392162,226126478.138672,96243.2657328164
1439,5103379,Centro-Oeste,Mato Grosso,Cotriguaçu,19750,9,9,45.5696202531646,45.5696202531646,9749361398.43213,615590.205125094
1440,3120102,Sudeste,Minas Gerais,Couto de Magalhães de Minas,4410,5,5,113.378684807256,113.378684807256,540368614.374023,198171.497052051
1441,1706001,Norte,Tocantins,Couto Magalhães,5588,5,5,89.4774516821761,89.4774516821761,1631128593.96484,217798.910905456
1442,4305975,Sul,Rio Grande do Sul,Coxilha,2756,5,5,181.422351233672,181.422351233672,545587242.173828,178268.005723105
1443,5003306,Centro-Oeste,Mato Grosso do Sul,Coxim,33543,38,32,113.287422114897,95.3999344125451,7147234299.22168,621393.615862975
1444,2504850,Nordeste,Paraíba,Coxixola,1921,2,2,104.112441436752,104.112441436752,174064288.282715,57415.4943532249
1445,2702355,Nordeste,Alagoas,Craíbas,24219,16,16,66.0638341797762,66.0638341797762,289422774.367188,79663.6756428991
1446,2304103,Nordeste,Ceará,Crateús,75074,69,65,91.9093161414071,86.5812398433546,3029841570.77539,282798.150867998
1447,2304202,Nordeste,Ceará,Crato,132123,105,100,79.4714016484639,75.6870491890133,1203241343.1377,188139.764053303
1448,3513108,Sudeste,São Paulo,Cravinhos,35292,18,17,51.003060183611,48.1695568400771,360735587.960938,116231.716362157
1449,2909505,Nordeste,Bahia,Cravolândia,5349,4,4,74.7803327724808,74.7803327724808,194147997.305176,75664.8182504461
1450,4204608,Sul,Santa Catarina,Criciúma,215186,367,292,170.550128725846,135.696560185142,307553519.986328,123453.306379403
1451,3120151,Sudeste,Minas Gerais,Crisólita,6704,2,2,29.8329355608592,29.8329355608592,1065131694.35254,212185.426924454
1452,2909604,Nordeste,Bahia,Crisópolis,21103,19,19,90.0345922380704,90.0345922380704,667158830.823242,137054.511276098
1453,4306007,Sul,Rio Grande do Sul,Crissiumal,13448,21,21,156.157049375372,156.157049375372,463186924.761719,163356.426583493
1454,3120201,Sudeste,Minas Gerais,Cristais,12798,9,9,70.323488045007,70.323488045007,722845300.574219,122434.121375086
1455,3513207,Sudeste,São Paulo,Cristais Paulista,8631,6,6,69.5168578380257,69.5168578380257,440586103.288086,107897.312490776
1456,4306056,Sul,Rio Grande do Sul,Cristal,8009,5,5,62.4297665126732,62.4297665126732,930829788.931641,238009.790878644
1457,4306072,Sul,Rio Grande do Sul,Cristal do Sul,2847,3,3,105.374077976818,105.374077976818,124523148.291016,66939.3019627466
1458,1706100,Norte,Tocantins,Cristalândia,7289,5,5,68.5965152970229,68.5965152970229,1925459189.69385,328411.739389384
1459,2203008,Nordeste,Piauí,Cristalândia do Piauí,8294,4,4,48.227634434531,48.227634434531,1254023687.43164,162072.461318149
1460,3120300,Sudeste,Minas Gerais,Cristália,5971,4,4,66.9904538603249,66.9904538603249,921708285.508789,179618.867064885
1461,5206206,Centro-Oeste,Goiás,Cristalina,58997,63,63,106.785090767327,106.785090767327,6754663701.35938,686744.296662872
1462,3120409,Sudeste,Minas Gerais,Cristiano Otoni,5150,4,4,77.6699029126214,77.6699029126214,152882803.59668,70342.9695867834
1463,5206305,Centro-Oeste,Goiás,Cristianópolis,2966,3,3,101.146325016858,101.146325016858,248359861.50293,102146.563961368
1464,3120508,Sudeste,Minas Gerais,Cristina,10242,12,11,117.164616285882,107.400898262058,364956723.250977,98812.3458809094
1465,2801702,Nordeste,Sergipe,Cristinápolis,17874,19,19,106.299653127448,106.299653127448,249040139.378906,87771.1888553275
1466,2203107,Nordeste,Piauí,Cristino Castro,10423,7,7,67.1591672263264,67.1591672263264,1902417833.00977,209635.286138612
1467,2909703,Nordeste,Bahia,Cristópolis,13910,13,13,93.4579439252337,93.4579439252337,1108767087.64844,195209.470384575
