OBJECTID,Codigo_Municipio,GR,Nome_Estado,Nome_municipio,Pop_Total,Total_Enfermeiros,Enfermeiros_SUS,Enfermeiros_100mil_hab_Ind,Enfermeiros_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
2536,5004908,Centro-Oeste,Mato Grosso do Sul,Jaraguari,7187,4,4,55.6560456379574,55.6560456379574,3325282539.05762,316671.651559165
2537,2703700,Nordeste,Alagoas,Jaramataia,5770,2,2,34.6620450606586,34.6620450606586,107400183.452148,58126.318298206
2538,2307106,Nordeste,Ceará,Jardim,27174,19,19,69.919776256716,69.919776256716,565900283.804932,105880.522265352
2539,5005004,Centro-Oeste,Mato Grosso do Sul,Jardim,26097,18,18,68.9734452235889,68.9734452235889,2558545551.59082,541895.926209877
2540,4112504,Sul,Paraná,Jardim Alegre,11328,8,8,70.6214689265537,70.6214689265537,495644283.486328,176206.902860959
2541,2405504,Nordeste,Rio Grande do Norte,Jardim de Angicos,2612,2,2,76.5696784073507,76.5696784073507,258191444.151367,71728.3785747202
2542,2405603,Nordeste,Rio Grande do Norte,Jardim de Piranhas,14837,11,11,74.138976882119,74.138976882119,336802421.956787,105525.679072618
2543,2205250,Nordeste,Piauí,Jardim do Mulato,4504,2,2,44.404973357016,44.404973357016,519150035.480469,123937.68791121
2544,2405702,Nordeste,Rio Grande do Norte,Jardim do Seridó,12396,10,10,80.6711842529848,80.6711842529848,374992673.018799,94367.6297446476
2545,4112603,Sul,Paraná,Jardim Olinda,1331,1,1,75.1314800901578,75.1314800901578,151441636.671875,52786.7672810368
2546,3525102,Sudeste,São Paulo,Jardinópolis,44380,39,39,87.8774222622803,87.8774222622803,578645538.239258,134394.331253325
2547,4208955,Sul,Santa Catarina,Jardinópolis,1570,2,2,127.388535031847,127.388535031847,85171967.4453125,68036.7536991632
2548,4311130,Sul,Rio Grande do Sul,Jari,3503,4,4,114.187838995147,114.187838995147,1129956035.89063,235432.014019953
2549,3525201,Sudeste,São Paulo,Jarinu,30044,32,30,106.510451338038,99.8535481294102,246497062.470703,100338.384600652
2550,1100114,Norte,Rondônia,Jaru,51775,40,38,77.2573635924674,73.394495412844,3066274683.90674,441779.268508544
2551,5211909,Centro-Oeste,Goiás,Jataí,100882,97,96,96.1519398901687,95.1606827778989,7967012117.17188,675497.918000574
2552,4112702,Sul,Paraná,Jataizinho,12588,8,8,63.5525897680331,63.5525897680331,189438153.205078,75900.6400088355
2553,2608008,Nordeste,Pernambuco,Jataúba,17150,15,15,87.4635568513119,87.4635568513119,733635349.588623,139517.518834442
2554,5005103,Centro-Oeste,Mato Grosso do Sul,Jateí,4027,4,4,99.3295257015148,99.3295257015148,2276258828.96875,314117.017908389
2555,2307205,Nordeste,Ceará,Jati,8111,10,10,123.289360128221,123.289360128221,362083398.781006,100509.729752406
2556,2105450,Nordeste,Maranhão,Jatobá,10153,5,5,49.2465281197676,49.2465281197676,601559929.953369,121456.351166103
2557,2608057,Nordeste,Pernambuco,Jatobá,14796,22,22,148.688834820222,148.688834820222,286987617.386719,79519.4623540104
2558,2205276,Nordeste,Piauí,Jatobá do Piauí,4865,1,1,20.5549845837616,20.5549845837616,659696489.508057,143207.671836584
2559,3525300,Sudeste,São Paulo,Jaú,150252,424,405,282.192583127013,269.547160769907,806487314.206055,196534.600886528
2560,1711506,Norte,Tocantins,Jaú do Tocantins,3849,3,3,77.9423226812159,77.9423226812159,2298202736.5127,420036.997346748
2561,5212006,Centro-Oeste,Goiás,Jaupaci,2879,3,3,104.202848211184,104.202848211184,574789807.167969,138153.852834844
2562,5105002,Centro-Oeste,Mato Grosso,Jauru,8793,7,7,79.6087797111338,79.6087797111338,1468701763.89551,250893.412225861
2563,3135407,Sudeste,Minas Gerais,Jeceaba,4912,13,12,264.657980456026,244.299674267101,270828143.59082,114524.073379133
2564,3135456,Sudeste,Minas Gerais,Jenipapo de Minas,7692,8,8,104.004160166407,104.004160166407,313337628.686523,112719.947360652
2565,2105476,Nordeste,Maranhão,Jenipapo dos Vieiras,16515,12,12,72.661217075386,72.661217075386,1993509669.16675,258512.199596571
2566,3135506,Sudeste,Minas Gerais,Jequeri,12386,5,5,40.3681575972873,40.3681575972873,627456640.789063,148210.748292596
2567,2703759,Nordeste,Alagoas,Jequiá da Praia,11580,9,9,77.720207253886,77.720207253886,347356395.699219,133380.321878361
2568,2918001,Nordeste,Bahia,Jequié,155966,341,328,218.637395329751,210.302245361168,3169047910.6748,433569.024025793
2569,3135605,Sudeste,Minas Gerais,Jequitaí,7531,5,5,66.3922453857389,66.3922453857389,1397871018.64063,231497.558910029
2570,3135704,Sudeste,Minas Gerais,Jequitibá,5211,9,9,172.711571675302,172.711571675302,501704066.387695,172130.08504336
2571,3135803,Sudeste,Minas Gerais,Jequitinhonha,25391,27,27,106.336891024379,106.336891024379,3839848269.99023,390469.780624871
2572,2918100,Nordeste,Bahia,Jeremoabo,40463,46,45,113.684106467637,111.212712848775,4799537985.26465,315215.088031337
2573,2507408,Nordeste,Paraíba,Jericó,7739,5,5,64.6078304690529,64.6078304690529,182838773.755859,62612.6533041717
2574,3525409,Sudeste,São Paulo,Jeriquara,3159,2,2,63.3111744222855,63.3111744222855,162306393.09375,71429.6812900705
2575,3203106,Sudeste,Espírito Santo,Jerônimo Monteiro,12192,13,13,106.627296587927,106.627296587927,186575198.493164,84767.2414699442
2576,2205300,Nordeste,Piauí,Jerumenha,4452,4,4,89.8472596585804,89.8472596585804,1908822502.40869,246160.429231326
2577,3135902,Sudeste,Minas Gerais,Jesuânia,4787,3,3,62.6697305201588,62.6697305201588,179859033.334961,76442.4614927096
2578,4112751,Sul,Paraná,Jesuítas,8412,9,9,106.990014265335,106.990014265335,299814902.322266,134102.541179108
2579,5212055,Centro-Oeste,Goiás,Jesúpolis,2490,4,4,160.642570281125,160.642570281125,133257208.761719,61840.5039376375
2580,1100122,Norte,Rondônia,Ji-Paraná,128969,105,91,81.4149136614225,70.5595918398995,7177019036.93652,547383.170809093
2581,2307254,Nordeste,Ceará,Jijoca de Jericoacoara,19816,28,28,141.299959628583,141.299959628583,206687402.778809,71227.1013356877
2582,2918209,Nordeste,Bahia,Jiquiriçá,14537,13,13,89.4269794317947,89.4269794317947,253504108.956055,113863.330465219
2583,2918308,Nordeste,Bahia,Jitaúna,11166,14,14,125.380619738492,125.380619738492,279896046.276367,91532.1397716946
2584,4209003,Sul,Santa Catarina,Joaçaba,30118,79,74,262.301613652965,245.700245700246,306996913.691406,90518.597129628
2585,3136009,Sudeste,Minas Gerais,Joaíma,15432,10,10,64.8004147226542,64.8004147226542,1825532910.62256,273719.592615498
2586,3136108,Sudeste,Minas Gerais,Joanésia,4573,4,4,87.4699322108025,87.4699322108025,262995507.358398,108965.765083361
2587,3525508,Sudeste,São Paulo,Joanópolis,13220,9,9,68.0786686838124,68.0786686838124,443404540.34375,122417.875513315
2588,2608107,Nordeste,Pernambuco,João Alfredo,33822,14,14,41.3931760392644,41.3931760392644,143459911.039307,66195.5150696763
2589,2405801,Nordeste,Rio Grande do Norte,João Câmara,34955,39,37,111.572021170076,105.85037905879,726307153.812988,127776.498180932
2590,2205359,Nordeste,Piauí,João Costa,3008,4,4,132.978723404255,132.978723404255,1852786119.8916,200520.143163412
2591,2405900,Nordeste,Rio Grande do Norte,João Dias,2654,1,1,37.6789751318764,37.6789751318764,89830352.4172363,48050.2286393103
2592,2918357,Nordeste,Bahia,João Dourado,25188,15,15,59.5521676989042,59.5521676989042,955110818.695801,151073.191922016
2593,2105500,Nordeste,Maranhão,João Lisboa,23632,12,12,50.778605280975,50.778605280975,1152310468.04736,222134.347143463
2594,3136207,Sudeste,Minas Gerais,João Monlevade,79910,69,60,86.3471405330997,75.0844700287824,112644983.407227,55473.8125767612
2595,3203130,Sudeste,Espírito Santo,João Neiva,16668,10,10,59.9952003839693,59.9952003839693,322972983.115234,111350.70072443
2596,2507507,Nordeste,Paraíba,João Pessoa,809015,1784,1731,220.515070795968,213.96389436537,216219876.431396,93507.4324997103
2597,3136306,Sudeste,Minas Gerais,João Pinheiro,47452,53,49,111.691814886622,103.262243951783,11872969272.6396,766765.100835304
2598,3525607,Sudeste,São Paulo,João Ramalho,4523,7,7,154.764536811851,154.764536811851,487512430.734375,152373.75905714
2599,3136405,Sudeste,Minas Gerais,Joaquim Felício,4695,5,5,106.496272630458,106.496272630458,876052419.286133,191877.245487779
2600,2703809,Nordeste,Alagoas,Joaquim Gomes,23993,18,18,75.0218813820698,75.0218813820698,307871252.311035,104054.519981475
2601,2608206,Nordeste,Pernambuco,Joaquim Nabuco,16023,13,13,81.1333707795045,81.1333707795045,125466612.264893,57499.9776766844
2602,2205409,Nordeste,Piauí,Joaquim Pires,14354,8,8,55.733593423436,55.733593423436,747780751.712402,157509.394295679
2603,4112801,Sul,Paraná,Joaquim Távora,11908,10,10,83.9771582129661,83.9771582129661,345202211.708008,166343.484184773
2604,2513653,Nordeste,Paraíba,Joca Claudino,2636,6,6,227.617602427921,227.617602427921,75452604.0551758,39000.1227142727
2605,2205458,Nordeste,Piauí,Joca Marques,5443,4,4,73.4888848061731,73.4888848061731,168199216.264282,60167.221580312
2606,4311155,Sul,Rio Grande do Sul,Jóia,8560,5,5,58.411214953271,58.411214953271,1614248374.67969,292983.617672485
2607,4209102,Sul,Santa Catarina,Joinville,590466,964,759,163.260882082965,128.54254097611,1405577560.17578,255262.825046684
2608,3136504,Sudeste,Minas Gerais,Jordânia,10812,6,6,55.4938956714761,55.4938956714761,594355868.537598,158636.046035034
2609,1200328,Norte,Acre,Jordão,8317,6,6,72.1413971383913,72.1413971383913,5534435233.20605,524944.000658897
2610,4209151,Sul,Santa Catarina,José Boiteux,4997,4,4,80.0480288172904,80.0480288172904,511191244.873047,125100.845299804
2611,3525706,Sudeste,São Paulo,José Bonifácio,37015,22,22,59.4353640416048,59.4353640416048,993074638.102539,191525.749802187
2612,2406007,Nordeste,Rio Grande do Norte,José da Penha,5951,2,2,33.6077970089061,33.6077970089061,119870047.852539,51585.8037251122
2613,2205508,Nordeste,Piauí,José de Freitas,39208,25,25,63.7624974495001,63.7624974495001,1558936042.93848,165457.66738308
2614,3136520,Sudeste,Minas Gerais,José Gonçalves de Minas,4501,8,8,177.738280382137,177.738280382137,418866380.155273,103918.130485755
2615,3136553,Sudeste,Minas Gerais,José Raydan,4995,1,1,20.02002002002,20.02002002002,201563544.952148,104508.046037947
2616,2105609,Nordeste,Maranhão,Joselândia,16168,11,11,68.0356259277585,68.0356259277585,713637904.65918,179999.976892141
2617,3136579,Sudeste,Minas Gerais,Josenópolis,4867,3,3,61.6396137250873,61.6396137250873,592478267.467285,123704.032271594
2618,5212105,Centro-Oeste,Goiás,Joviânia,7387,8,8,108.298361987275,108.298361987275,494078873.287109,161041.68210334
2619,5105101,Centro-Oeste,Mato Grosso,Juara,34974,30,24,85.7780065191285,68.6224052153028,23629199542.6753,944031.789566063
2620,2507606,Nordeste,Paraíba,Juarez Távora,7936,6,6,75.6048387096774,75.6048387096774,72429711.6813965,43732.8169814715
2621,1711803,Norte,Tocantins,Juarina,2193,2,2,91.1992704058368,91.1992704058368,494066561.365234,112951.605259126
2622,3136652,Sudeste,Minas Gerais,Juatuba,26946,18,18,66.8002672010688,66.8002672010688,110552128.46582,67266.3559744762
2623,2507705,Nordeste,Paraíba,Juazeirinho,18171,19,19,104.562214517638,104.562214517638,477798765.94165,106882.963363278
2624,2918407,Nordeste,Bahia,Juazeiro,216707,316,308,145.819009076772,142.127388593816,6955826948.72656,400467.939458782
2625,2307304,Nordeste,Ceará,Juazeiro do Norte,274207,286,258,104.300765480094,94.0895017267976,254433015.402832,71202.2167569488
2626,2205516,Nordeste,Piauí,Juazeiro do Piauí,5478,4,4,73.0193501277839,73.0193501277839,948707279.170166,166134.493877976
2627,2307403,Nordeste,Ceará,Jucás,24833,17,17,68.4572947287883,68.4572947287883,955435298.348389,173206.672240979
2628,2608255,Nordeste,Pernambuco,Jucati,11424,11,11,96.2885154061625,96.2885154061625,124250863.206543,52687.1851962833
2629,2918456,Nordeste,Bahia,Jucuruçu,9126,7,7,76.703922857769,76.703922857769,1600441094.80957,318513.946246306
2630,2406106,Nordeste,Rio Grande do Norte,Jucurutu,18295,13,13,71.0576660289697,71.0576660289697,950472491.333252,170327.663356359
2631,5105150,Centro-Oeste,Mato Grosso,Juína,40997,63,55,153.669780715662,134.156157767642,27451125114.0522,1081967.80327883
2632,3136702,Sudeste,Minas Gerais,Juiz de Fora,568873,1097,892,192.837417138799,156.801254410035,1672314601.10449,322387.598961752
2633,2205524,Nordeste,Piauí,Júlio Borges,5627,4,4,71.0858361471477,71.0858361471477,1349445287.14209,153700.272643778
2634,4311205,Sul,Rio Grande do Sul,Júlio de Castilhos,19293,19,19,98.4813144663868,98.4813144663868,2545182245.21484,478411.434063275
2635,3525805,Sudeste,São Paulo,Júlio Mesquita,4776,5,5,104.690117252931,104.690117252931,149773884.085938,69866.0713249116
2636,3525854,Sudeste,São Paulo,Jumirim,3367,4,4,118.800118800119,118.800118800119,67310487.0644531,43860.624821719
2637,2105658,Nordeste,Maranhão,Junco do Maranhão,3432,4,4,116.550116550117,116.550116550117,559433831.784485,119095.436185698
2638,2507804,Nordeste,Paraíba,Junco do Seridó,7150,8,8,111.888111888112,111.888111888112,174118740.071777,80609.9287242284
2639,2406155,Nordeste,Rio Grande do Norte,Jundiá,3898,2,2,51.3083632632119,51.3083632632119,45474660.1115723,35061.2430208374
2640,2703908,Nordeste,Alagoas,Jundiá,4155,4,4,96.2695547533093,96.2695547533093,91584332.7390137,54880.5445785228
2641,3525904,Sudeste,São Paulo,Jundiaí,418962,524,480,125.071008826576,114.568863047245,512752020.558594,144808.492709073
2642,4112900,Sul,Paraná,Jundiaí do Sul,3292,2,2,60.7533414337789,60.7533414337789,383071447.117188,115808.378109344
2643,2704005,Nordeste,Alagoas,Junqueiro,24727,21,21,84.9274072875804,84.9274072875804,256820883.202148,82937.3077982066
2644,3526001,Sudeste,São Paulo,Junqueirópolis,20679,29,29,140.23888969486,140.23888969486,675810698.025391,176947.81117073
2645,2608305,Nordeste,Pernambuco,Jupi,14836,11,11,74.1439741170127,74.1439741170127,108151961.222168,58429.7215866882
2646,4209177,Sul,Santa Catarina,Jupiá,2101,2,2,95.1927653498334,95.1927653498334,115195066.572266,72988.9612633853
2647,3526100,Sudeste,São Paulo,Juquiá,18812,16,16,85.0520944078248,85.0520944078248,981549332.52832,200085.712953948
2648,3526209,Sudeste,São Paulo,Juquitiba,31444,21,19,66.7853962600178,60.4248823304923,628068913.913086,182823.08670214
2649,3136801,Sudeste,Minas Gerais,Juramento,4331,6,6,138.536134841838,138.536134841838,473817200.341797,133785.48148316
2650,4112959,Sul,Paraná,Juranda,7340,7,7,95.3678474114441,95.3678474114441,417471723.793945,150666.944804612
2651,2205532,Nordeste,Piauí,Jurema,4763,3,3,62.9855133319337,62.9855133319337,1312266620.30664,226085.970753498
2652,2608404,Nordeste,Pernambuco,Jurema,15378,11,11,71.5307582260372,71.5307582260372,152746074.811523,65058.4987231286
2653,2507903,Nordeste,Paraíba,Juripiranga,10756,11,11,102.268501301599,102.268501301599,80386296.5534668,47637.4033783519
2654,2508000,Nordeste,Paraíba,Juru,9867,12,12,121.617512921861,121.617512921861,412940794.173584,92329.018179578
2655,1302207,Norte,Amazonas,Juruá,14712,10,10,67.9717237629146,67.9717237629146,19648141270.8127,1054428.37775348
2656,3136900,Sudeste,Minas Gerais,Juruaia,10563,10,10,94.6700747893591,94.6700747893591,254837061.537109,91065.9534637071
2657,5105176,Centro-Oeste,Mato Grosso,Juruena,15865,7,7,44.1222817522849,44.1222817522849,2890068912.42236,249329.330507542
2658,1503903,Norte,Pará,Juruti,57943,43,38,74.2108623992544,65.5816923528295,8377510957.14514,453990.571982064
2659,5105200,Centro-Oeste,Mato Grosso,Juscimeira,11221,7,7,62.3830318153462,62.3830318153462,2500881787.49414,319729.549172451
2660,2918506,Nordeste,Bahia,Jussara,15284,11,11,71.9706883014918,71.9706883014918,1414473132.92188,172579.447637106
2661,4113007,Sul,Paraná,Jussara,7013,9,8,128.333095679452,114.07386282618,252412488.275391,97419.9480470666
2662,5212204,Centro-Oeste,Goiás,Jussara,18478,16,14,86.5894577335209,75.7657755168308,4428604576.20215,615328.704198818
2663,2918555,Nordeste,Bahia,Jussari,5833,9,9,154.294531116064,154.294531116064,355335177.375977,128261.711207542
2664,2918605,Nordeste,Bahia,Jussiape,6186,9,9,145.4898157129,145.4898157129,627560466.269043,165436.639012719
2665,1302306,Norte,Amazonas,Jutaí,14317,14,14,97.7858489907103,97.7858489907103,70419243424.7212,2276746.28144299
2666,5005152,Centro-Oeste,Mato Grosso do Sul,Juti,6712,6,5,89.3921334922527,74.4934445768772,1872628230.10156,246879.01399238
2667,3136959,Sudeste,Minas Gerais,Juvenília,5724,7,7,122.292103424179,122.292103424179,1141437938.95313,277612.69707505
2668,4113106,Sul,Paraná,Kaloré,4100,6,6,146.341463414634,146.341463414634,232152613.944336,100582.471691522
2669,1302405,Norte,Amazonas,Lábrea,46069,58,58,125.898109357703,125.898109357703,70202443428.7515,1990896.33866919
2670,4209201,Sul,Santa Catarina,Lacerdópolis,2246,1,1,44.5235975066785,44.5235975066785,87506618.0214844,67621.4359232455
2671,3137007,Sudeste,Minas Gerais,Ladainha,18111,6,6,33.1290376014577,33.1290376014577,958992242.712891,186675.759647461
2672,5005202,Centro-Oeste,Mato Grosso do Sul,Ladário,23331,22,7,94.2951438000943,30.00300030003,383649054.834961,81985.7173918383
2673,2918704,Nordeste,Bahia,Lafaiete Coutinho,3724,7,7,187.96992481203,187.96992481203,530602688.972656,140165.087324759
2674,3137106,Sudeste,Minas Gerais,Lagamar,7613,10,9,131.354262445816,118.218836201235,1641042291.38184,330787.468334714
2675,2803500,Nordeste,Sergipe,Lagarto,104408,131,131,125.469312696345,125.469312696345,1011157975.93311,199877.180915158
2676,4209300,Sul,Santa Catarina,Lages,157544,242,236,153.607880972935,149.799421114101,3389520676.29492,566569.228544521
2677,2105708,Nordeste,Maranhão,Lago da Pedra,50266,32,32,63.6613217681932,63.6613217681932,1257280216.62524,223258.425923515
2678,2105807,Nordeste,Maranhão,Lago do Junco,10840,7,7,64.5756457564576,64.5756457564576,332782158.759766,118891.861205317
2679,2105948,Nordeste,Maranhão,Lago dos Rodrigues,8873,16,16,180.322326158007,180.322326158007,223676038.22998,91374.4235691945
2680,2105906,Nordeste,Maranhão,Lago Verde,16257,6,6,36.9071784462078,36.9071784462078,630461860.611328,152689.553084803
2681,2508109,Nordeste,Paraíba,Lagoa,4666,1,1,21.4316330904415,21.4316330904415,181457990.755615,66813.7342610475
2682,2205557,Nordeste,Piauí,Lagoa Alegre,8542,6,6,70.2411613205338,70.2411613205338,399739989.278809,87059.0304083565
2683,4311239,Sul,Rio Grande do Sul,Lagoa Bonita do Sul,2903,1,1,34.447123665174,34.447123665174,144038500.601563,69862.9517692711
2684,2406205,Nordeste,Rio Grande do Norte,Lagoa d'Anta,6769,9,9,132.959078150391,132.959078150391,107678227.76709,50101.1788839965
2685,2704104,Nordeste,Alagoas,Lagoa da Canoa,17852,14,14,78.4225857046829,78.4225857046829,86663121.1308594,52021.894460002
2686,1711902,Norte,Tocantins,Lagoa da Confusão,13357,10,10,74.8671108781912,74.8671108781912,11035033353.5005,539738.293875512
2687,3137205,Sudeste,Minas Gerais,Lagoa da Prata,52165,51,48,97.7667018115595,92.015719352056,500913496.06543,150964.363825003
2688,2508208,Nordeste,Paraíba,Lagoa de Dentro,7719,12,12,155.460551884959,155.460551884959,86229013.4719238,47768.5755489271
2689,2608503,Nordeste,Pernambuco,Lagoa de Itaenga,21429,17,17,79.3317466983994,79.3317466983994,58765899.5834961,37719.6054722245
2690,2406304,Nordeste,Rio Grande do Norte,Lagoa de Pedras,7544,5,5,66.2778366914104,66.2778366914104,120145037.339111,54198.1988298041
2691,2205573,Nordeste,Piauí,Lagoa de São Francisco,6758,4,4,59.1891092039065,59.1891092039065,157587865.921875,72082.869661564
2692,2406403,Nordeste,Rio Grande do Norte,Lagoa de Velhos,2732,3,3,109.809663250366,109.809663250366,114849555.115967,43716.6747958655
2693,2205565,Nordeste,Piauí,Lagoa do Barro do Piauí,4655,3,3,64.4468313641246,64.4468313641246,1368619239.95093,213026.710313424
2694,2608453,Nordeste,Pernambuco,Lagoa do Carro,18071,16,16,88.5396491616402,88.5396491616402,71451172.9846191,42173.5917034504
2695,2105922,Nordeste,Maranhão,Lagoa do Mato,11250,5,5,44.4444444444445,44.4444444444445,1539975067.71777,224993.141331635
2696,2608602,Nordeste,Pernambuco,Lagoa do Ouro,13145,15,15,114.111829593001,114.111829593001,205236402.158203,78865.821847056
2697,2205581,Nordeste,Piauí,Lagoa do Piauí,4064,1,1,24.6062992125984,24.6062992125984,433383810.20166,104550.053465594
2698,2205599,Nordeste,Piauí,Lagoa do Sítio,5177,2,2,38.6324125941665,38.6324125941665,820465361.721436,157528.449936952
2699,1711951,Norte,Tocantins,Lagoa do Tocantins,4316,2,2,46.339202965709,46.339202965709,947626627.42041,187385.62755779
2700,2608701,Nordeste,Pernambuco,Lagoa dos Gatos,16290,8,8,49.109883364027,49.109883364027,231673948.638184,64352.0300421652
2701,3137304,Sudeste,Minas Gerais,Lagoa dos Patos,4102,4,4,97.5134080936129,97.5134080936129,660405177.072266,178689.862759923
2702,4311270,Sul,Rio Grande do Sul,Lagoa dos Três Cantos,1609,2,2,124.300807955252,124.300807955252,180384185.755859,83344.9514345019
2703,3137403,Sudeste,Minas Gerais,Lagoa Dourada,13009,10,10,76.8698593281574,76.8698593281574,548893137.65332,147033.635457577
2704,3137502,Sudeste,Minas Gerais,Lagoa Formosa,18052,16,16,88.6328384666519,88.6328384666519,943050631.4375,200702.306541303
2705,2608750,Nordeste,Pernambuco,Lagoa Grande,25601,20,20,78.1219483613921,78.1219483613921,1906391597.93359,232027.730456344
2706,3137536,Sudeste,Minas Gerais,Lagoa Grande,9532,6,6,62.9458665547629,62.9458665547629,1370713716.10938,290056.88377493
2707,2105963,Nordeste,Maranhão,Lagoa Grande do Maranhão,11394,7,7,61.4358434263648,61.4358434263648,754709262.710449,142904.81058383
2708,2406502,Nordeste,Rio Grande do Norte,Lagoa Nova,15614,11,11,70.4495965159472,70.4495965159472,179485301.28833,97975.8618579184
2709,2918753,Nordeste,Bahia,Lagoa Real,15665,10,10,63.8365783593999,63.8365783593999,975094354.063477,163254.866357184
2710,2406601,Nordeste,Rio Grande do Norte,Lagoa Salgada,8245,6,6,72.7713765918739,72.7713765918739,80572966.411377,41635.041258425
2711,3137601,Sudeste,Minas Gerais,Lagoa Santa,64527,69,59,106.93198196104,91.4345932710338,259938703.65332,109098.467575106
2712,5212253,Centro-Oeste,Goiás,Lagoa Santa,1588,6,6,377.833753148615,377.833753148615,517129962.546875,127758.174219533
2713,2508307,Nordeste,Paraíba,Lagoa Seca,27503,14,14,50.9035377958768,50.9035377958768,110008199.273926,60011.2989648946
2714,4311304,Sul,Rio Grande do Sul,Lagoa Vermelha,27807,19,17,68.3281188190024,61.1356852591074,1633689130.12891,453726.712345697
2715,4311254,Sul,Rio Grande do Sul,Lagoão,6452,3,3,46.49721016739,46.49721016739,509996883.210938,136613.469316022
2716,3526308,Sudeste,São Paulo,Lagoinha,4896,7,7,142.97385620915,142.97385620915,303296711.860352,98875.1107081676
2717,2205540,Nordeste,Piauí,Lagoinha do Piauí,2845,1,1,35.1493848857645,35.1493848857645,68655849.8994141,48332.3185319281
2718,4209409,Sul,Santa Catarina,Laguna,45814,37,37,80.7613393285895,80.7613393285895,437050768.712891,133623.390112532
2719,5005251,Centro-Oeste,Mato Grosso do Sul,Laguna Carapã,7341,8,8,108.976978613268,108.976978613268,2046474317.50781,326001.003629446
2720,2918803,Nordeste,Bahia,Laje,23840,19,19,79.6979865771812,79.6979865771812,477319617.888184,211815.232221443
2721,3302304,Sudeste,Rio de Janeiro,Laje do Muriaé,7355,6,6,81.5771583956492,81.5771583956492,293351987.887695,128119.526698119
2722,1712009,Norte,Tocantins,Lajeado,3134,4,4,127.632418634333,127.632418634333,334311536.560547,105839.147621468
2723,4311403,Sul,Rio Grande do Sul,Lajeado,84014,215,181,255.909729330826,215.44028376223,119899890.267578,72460.3649623989
2724,4311429,Sul,Rio Grande do Sul,Lajeado do Bugre,2564,0,0,0,0,86995305.6484375,50825.3912409617
2725,4209458,Sul,Santa Catarina,Lajeado Grande,1427,1,1,70.0770847932726,70.0770847932726,82348062.8105469,53333.287711918
2726,2105989,Nordeste,Maranhão,Lajeado Novo,7550,3,3,39.7350993377483,39.7350993377483,1083720401.95117,212968.483880012
2727,2918902,Nordeste,Bahia,Lajedão,3955,11,11,278.128950695322,278.128950695322,690661735.240234,160714.026791999
2728,2919009,Nordeste,Bahia,Lajedinho,3783,0,0,0,0,892961851.323242,157489.15611285
2729,2608800,Nordeste,Pernambuco,Lajedo,40288,22,22,54.6068308181096,54.6068308181096,194746860.29248,72867.7940644378
2730,2919058,Nordeste,Bahia,Lajedo do Tabocal,8562,9,9,105.115627189909,105.115627189909,407305613.310059,135208.271073997
2731,2406700,Nordeste,Rio Grande do Norte,Lajes,11277,13,13,115.278886228607,115.278886228607,687882806.45166,149153.36187302
2732,2406809,Nordeste,Rio Grande do Norte,Lajes Pintadas,4759,1,1,21.0128178188695,21.0128178188695,132588304.949463,53470.5097601015
2733,3137700,Sudeste,Minas Gerais,Lajinha,19923,15,15,75.2898659840386,75.2898659840386,492554600.154297,125413.134881349
2734,2919108,Nordeste,Bahia,Lamarão,8307,10,10,120.380402070543,120.380402070543,198716729.935547,71686.2696083312
2735,3137809,Sudeste,Minas Gerais,Lambari,20814,16,16,76.8713366003651,76.8713366003651,249103217.016602,84452.5682436226
2736,5105234,Centro-Oeste,Mato Grosso,Lambari D'Oeste,6121,2,2,32.6743996079072,32.6743996079072,1909534792.09277,298093.226050609
2737,3137908,Sudeste,Minas Gerais,Lamim,3391,5,5,147.449130050133,147.449130050133,136363514.129883,76096.0175381651
2738,2205607,Nordeste,Piauí,Landri Sales,5295,3,3,56.657223796034,56.657223796034,1113651459.32349,175199.976800076
2739,4113205,Sul,Paraná,Lapa,48163,39,39,80.9750223200382,80.9750223200382,2592734223.5459,458448.951328431
2740,2919157,Nordeste,Bahia,Lapão,27223,20,20,73.4672886897109,73.4672886897109,673653288.868164,131435.058900519
2741,3203163,Sudeste,Espírito Santo,Laranja da Terra,10947,14,14,127.888919338632,127.888919338632,520941657.555664,137962.231059797
2742,3138005,Sudeste,Minas Gerais,Laranjal,6810,5,5,73.4214390602056,73.4214390602056,237377942.412109,87489.3074227603
2743,4113254,Sul,Paraná,Laranjal,5852,8,8,136.705399863295,136.705399863295,682963009.109375,221794.933651986
2744,1600279,Norte,Amapá,Laranjal do Jari,50410,38,38,75.3818686768498,75.3818686768498,31010139712.8037,1647177.7973574
2745,3526407,Sudeste,São Paulo,Laranjal Paulista,28516,22,22,77.1496703604994,77.1496703604994,455717773.792969,163418.26955566
2746,2803609,Nordeste,Sergipe,Laranjeiras,29826,17,15,56.9972507208476,50.2916918125126,169237385.964844,74508.5763036782
2747,4113304,Sul,Paraná,Laranjeiras do Sul,32073,33,31,102.890281545225,96.6545069061204,828255166.84082,263078.096055277
2748,3138104,Sudeste,Minas Gerais,Lassance,6512,7,7,107.493857493857,107.493857493857,3557090835.68555,384146.683726597
2749,2508406,Nordeste,Paraíba,Lastro,2737,4,4,146.145414687614,146.145414687614,104705214.269043,59595.1752486921
2750,4209508,Sul,Santa Catarina,Laurentino,6970,3,3,43.0416068866571,43.0416068866571,101013988.451172,58502.9378719414
